trial	block	mode	shape1	shape2	color1	color2	shift	stim_type	feat1	feat2
437	9	motion-shape	1	1	blue	red	-1.4	3	0	-1.4
438	9	motion-shape	1	1	red	red	-1.4	3	0	-1.4
439	9	motion-shape	0	0	blue	red	-1.4	3	0	-1.4
440	9	motion-shape	0	0	blue	red	1.4	3	0	-1.4
441	9	motion-shape	1	0	red	red	1.4	3	0	-1.4
442	9	motion-shape	1	1	blue	blue	1.4	3	0	-1.4
443	9	motion-shape	0	1	red	red	-1.4	3	0	-1.4
444	9	motion-shape	1	1	blue	red	-1.4	3	0	-1.4
445	9	motion-shape	1	0	blue	blue	-1.4	3	0	-1.4
446	9	motion-shape	0	0	blue	blue	-1.4	3	0	-1.4
447	9	motion-shape	1	1	red	red	1.4	3	0	-1.4
448	9	motion-shape	0	0	red	red	1.4	9	0	-1.4
449	9	motion-shape	0	1	blue	red	-1.4	9	0	-1.4
450	9	motion-shape	1	1	blue	red	-1.4	3	0	-1.4
451	10	motion-color	1	1	red	blue	1.4	3	red	1.4
452	10	motion-color	0	1	blue	red	1.4	3	red	1.4
453	10	motion-color	0	1	red	blue	1.4	9	red	1.4
454	10	motion-color	0	0	red	red	1.4	3	red	1.4
455	10	motion-color	1	1	blue	red	1.4	9	red	1.4
456	10	motion-color	1	0	blue	blue	1.4	9	red	1.4
457	10	motion-color	1	0	blue	blue	-1.4	3	red	1.4
458	10	motion-color	1	0	red	red	-1.4	3	red	1.4
459	10	motion-color	0	1	blue	red	1.4	9	red	1.4
460	10	motion-color	0	0	red	blue	1.4	9	red	1.4
461	10	motion-color	0	0	blue	blue	-1.4	3	red	1.4
462	10	motion-color	1	1	red	red	-1.4	9	red	1.4
463	10	motion-color	1	1	red	red	1.4	3	red	1.4
464	10	motion-color	1	1	red	red	1.4	3	red	1.4
465	10	motion-color	1	1	red	blue	-1.4	3	red	1.4
466	10	motion-color	0	1	red	red	1.4	9	red	1.4
467	10	motion-color	1	0	blue	blue	-1.4	9	red	1.4
468	10	motion-color	1	1	blue	red	-1.4	3	red	1.4
469	10	motion-color	0	0	red	red	1.4	3	red	1.4
470	10	motion-color	1	1	blue	red	-1.4	9	red	1.4
471	10	motion-color	1	0	red	red	1.4	3	red	1.4
472	10	motion-color	0	0	red	blue	1.4	3	red	1.4
473	10	motion-color	0	0	blue	red	-1.4	9	red	1.4
474	10	motion-color	1	0	red	red	1.4	9	red	1.4
475	10	motion-color	0	1	red	red	1.4	9	red	1.4
476	10	motion-color	1	1	blue	red	-1.4	3	red	1.4
477	10	motion-color	0	0	red	red	-1.4	3	red	1.4
478	10	motion-color	0	0	blue	red	-1.4	3	red	1.4
479	10	motion-color	1	0	red	blue	-1.4	3	red	1.4
480	10	motion-color	0	1	red	blue	1.4	3	red	1.4
481	10	motion-color	0	0	blue	red	-1.4	3	red	1.4
482	10	motion-color	1	1	red	red	1.4	3	red	1.4
483	10	motion-color	0	1	blue	blue	1.4	3	red	1.4
484	10	motion-color	0	0	red	blue	-1.4	3	red	1.4
485	10	motion-color	0	0	blue	blue	1.4	9	red	1.4
486	10	motion-color	0	1	blue	blue	-1.4	3	red	1.4
487	10	motion-color	1	0	blue	blue	1.4	3	red	1.4
488	10	motion-color	1	0	blue	blue	-1.4	3	red	1.4
489	10	motion-color	1	1	red	blue	-1.4	3	red	1.4
490	10	motion-color	0	1	red	blue	1.4	9	red	1.4
491	10	motion-color	0	0	red	red	-1.4	3	red	1.4
492	10	motion-color	1	0	blue	red	1.4	3	red	1.4
493	10	motion-color	0	1	red	blue	-1.4	3	red	1.4
494	10	motion-color	1	0	blue	blue	-1.4	3	red	1.4
495	10	motion-color	0	1	blue	blue	1.4	3	red	1.4
496	10	motion-color	0	1	blue	red	-1.4	3	red	1.4
497	10	motion-color	0	0	red	red	-1.4	3	red	1.4
498	10	motion-color	1	0	blue	blue	-1.4	3	red	1.4
499	10	motion-color	1	1	blue	blue	-1.4	3	red	1.4
500	10	motion-color	1	1	blue	blue	1.4	3	red	1.4
501	11	motion-shape	0	0	blue	blue	1.4	3	0	-1.4
502	11	motion-shape	1	1	red	blue	-1.4	3	0	-1.4
503	11	motion-shape	0	0	blue	blue	-1.4	3	0	-1.4
504	11	motion-shape	1	1	red	blue	1.4	3	0	-1.4
505	11	motion-shape	1	1	blue	red	-1.4	3	0	-1.4
506	11	motion-shape	0	1	blue	red	-1.4	9	0	-1.4
507	11	motion-shape	0	1	red	red	-1.4	9	0	-1.4
508	11	motion-shape	1	1	red	blue	1.4	3	0	-1.4
509	11	motion-shape	1	1	red	red	-1.4	9	0	-1.4
510	11	motion-shape	0	0	red	red	-1.4	3	0	-1.4
511	11	motion-shape	1	1	blue	red	1.4	3	0	-1.4
512	11	motion-shape	0	0	red	blue	1.4	3	0	-1.4
513	11	motion-shape	1	1	red	blue	1.4	3	0	-1.4
514	11	motion-shape	1	0	blue	red	-1.4	3	0	-1.4
515	11	motion-shape	0	1	blue	blue	-1.4	9	0	-1.4
516	11	motion-shape	0	1	red	blue	-1.4	3	0	-1.4
517	11	motion-shape	0	1	red	red	1.4	3	0	-1.4
518	11	motion-shape	1	1	red	red	-1.4	3	0	-1.4
519	11	motion-shape	1	1	blue	blue	-1.4	3	0	-1.4
520	11	motion-shape	0	0	red	blue	1.4	9	0	-1.4
521	11	motion-shape	0	0	blue	blue	-1.4	3	0	-1.4
522	11	motion-shape	1	0	blue	blue	1.4	3	0	-1.4
523	11	motion-shape	1	1	red	blue	1.4	9	0	-1.4
524	11	motion-shape	0	0	red	blue	-1.4	3	0	-1.4
525	11	motion-shape	1	0	blue	red	-1.4	3	0	-1.4
526	11	motion-shape	1	1	red	red	1.4	3	0	-1.4
527	11	motion-shape	0	1	blue	red	-1.4	3	0	-1.4
528	11	motion-shape	1	1	red	red	1.4	3	0	-1.4
529	11	motion-shape	1	0	red	red	1.4	3	0	-1.4
530	11	motion-shape	1	0	red	red	1.4	3	0	-1.4
531	11	motion-shape	0	1	blue	red	1.4	9	0	-1.4
532	11	motion-shape	1	0	blue	red	1.4	3	0	-1.4
533	11	motion-shape	0	0	red	red	1.4	9	0	-1.4
534	11	motion-shape	0	0	red	blue	-1.4	3	0	-1.4
535	11	motion-shape	0	0	red	blue	-1.4	9	0	-1.4
536	11	motion-shape	0	0	blue	blue	-1.4	3	0	-1.4
537	11	motion-shape	0	0	blue	red	1.4	9	0	-1.4
538	11	motion-shape	1	1	blue	red	1.4	9	0	-1.4
539	11	motion-shape	0	0	blue	red	-1.4	3	0	-1.4
540	11	motion-shape	0	0	blue	blue	1.4	3	0	-1.4
541	11	motion-shape	1	0	blue	blue	1.4	3	0	-1.4
542	11	motion-shape	0	1	red	blue	1.4	3	0	-1.4
543	11	motion-shape	0	1	blue	red	-1.4	3	0	-1.4
544	11	motion-shape	0	1	blue	red	-1.4	9	0	-1.4
545	11	motion-shape	1	0	red	red	-1.4	3	0	-1.4
546	11	motion-shape	1	0	blue	blue	1.4	3	0	-1.4
547	11	motion-shape	1	1	red	blue	-1.4	3	0	-1.4
548	11	motion-shape	1	1	blue	blue	1.4	3	0	-1.4
549	11	motion-shape	1	0	blue	blue	1.4	3	0	-1.4
550	11	motion-shape	0	0	red	red	-1.4	9	0	-1.4
551	12	motion-color	1	0	red	red	1.4	3	blue	-1.4
552	12	motion-color	0	0	blue	blue	1.4	9	blue	-1.4
553	12	motion-color	1	0	blue	blue	1.4	3	blue	-1.4
554	12	motion-color	0	1	red	red	-1.4	9	blue	-1.4
555	12	motion-color	0	1	red	red	1.4	3	blue	-1.4
556	12	motion-color	1	1	blue	blue	-1.4	9	blue	-1.4
557	12	motion-color	0	1	blue	blue	1.4	3	blue	-1.4
558	12	motion-color	1	0	blue	blue	1.4	3	blue	-1.4
559	12	motion-color	1	0	blue	blue	1.4	3	blue	-1.4
560	12	motion-color	1	0	red	blue	1.4	3	blue	-1.4
561	12	motion-color	1	1	red	red	-1.4	3	blue	-1.4
562	12	motion-color	1	0	blue	blue	1.4	3	blue	-1.4
563	12	motion-color	0	1	blue	red	-1.4	3	blue	-1.4
564	12	motion-color	1	0	red	red	1.4	3	blue	-1.4
565	12	motion-color	0	1	red	blue	-1.4	9	blue	-1.4
566	12	motion-color	0	1	red	blue	1.4	3	blue	-1.4
567	12	motion-color	1	1	blue	red	-1.4	9	blue	-1.4
568	12	motion-color	0	0	red	blue	1.4	3	blue	-1.4
569	12	motion-color	0	1	red	red	-1.4	3	blue	-1.4
570	12	motion-color	0	0	blue	red	-1.4	3	blue	-1.4
571	12	motion-color	1	1	red	blue	-1.4	3	blue	-1.4
572	12	motion-color	0	1	red	blue	1.4	9	blue	-1.4
573	12	motion-color	0	1	red	blue	1.4	3	blue	-1.4
574	12	motion-color	1	1	blue	blue	1.4	9	blue	-1.4
575	12	motion-color	1	0	blue	blue	-1.4	3	blue	-1.4
576	12	motion-color	0	0	blue	blue	1.4	3	blue	-1.4
577	12	motion-color	1	0	red	red	1.4	9	blue	-1.4
578	12	motion-color	0	0	red	red	-1.4	3	blue	-1.4
579	12	motion-color	1	0	red	red	-1.4	3	blue	-1.4
580	12	motion-color	0	1	red	red	-1.4	9	blue	-1.4
581	12	motion-color	0	1	red	red	1.4	3	blue	-1.4
582	12	motion-color	1	0	blue	red	-1.4	9	blue	-1.4
583	12	motion-color	0	1	red	red	-1.4	3	blue	-1.4
584	12	motion-color	0	1	red	red	-1.4	9	blue	-1.4
585	12	motion-color	0	1	blue	blue	-1.4	3	blue	-1.4
586	12	motion-color	1	0	blue	red	1.4	3	blue	-1.4
587	12	motion-color	0	1	red	red	1.4	9	blue	-1.4
588	12	motion-color	0	1	blue	red	-1.4	3	blue	-1.4
589	12	motion-color	1	0	blue	red	1.4	3	blue	-1.4
590	12	motion-color	0	0	blue	blue	1.4	3	blue	-1.4
591	12	motion-color	1	0	blue	red	-1.4	3	blue	-1.4
592	12	motion-color	1	0	red	blue	-1.4	3	blue	-1.4
593	12	motion-color	1	0	red	red	-1.4	3	blue	-1.4
594	12	motion-color	0	1	red	blue	-1.4	3	blue	-1.4
595	12	motion-color	1	1	blue	blue	-1.4	3	blue	-1.4
596	12	motion-color	1	1	blue	red	-1.4	3	blue	-1.4
597	12	motion-color	1	0	blue	red	1.4	3	blue	-1.4
598	12	motion-color	0	0	blue	blue	1.4	3	blue	-1.4
599	12	motion-color	0	0	blue	blue	-1.4	9	blue	-1.4
600	12	motion-color	1	1	red	blue	1.4	3	blue	-1.4
601	13	motion-shape	1	1	red	red	-1.4	3	0	-1.4
602	13	motion-shape	0	1	red	blue	-1.4	3	0	-1.4
603	13	motion-shape	0	1	blue	red	-1.4	3	0	-1.4
604	13	motion-shape	1	1	blue	red	1.4	9	0	-1.4
605	13	motion-shape	0	1	red	red	1.4	9	0	-1.4
606	13	motion-shape	1	0	red	blue	-1.4	9	0	-1.4
607	13	motion-shape	1	0	blue	blue	-1.4	3	0	-1.4
608	13	motion-shape	1	0	blue	blue	-1.4	3	0	-1.4
609	13	motion-shape	1	0	red	blue	1.4	3	0	-1.4
610	13	motion-shape	0	0	red	blue	1.4	3	0	-1.4
611	13	motion-shape	0	0	blue	blue	1.4	3	0	-1.4
612	13	motion-shape	1	0	red	blue	1.4	3	0	-1.4
613	13	motion-shape	1	1	red	red	-1.4	3	0	-1.4
614	13	motion-shape	1	0	red	red	1.4	3	0	-1.4
615	13	motion-shape	0	1	blue	red	1.4	3	0	-1.4
616	13	motion-shape	0	1	red	red	1.4	3	0	-1.4
617	13	motion-shape	1	1	blue	red	1.4	3	0	-1.4
618	13	motion-shape	0	0	red	blue	-1.4	3	0	-1.4
619	13	motion-shape	0	1	blue	red	1.4	3	0	-1.4
620	13	motion-shape	0	0	blue	blue	-1.4	3	0	-1.4
621	13	motion-shape	1	1	blue	red	1.4	3	0	-1.4
622	13	motion-shape	1	1	red	blue	-1.4	3	0	-1.4
623	13	motion-shape	0	1	blue	blue	-1.4	9	0	-1.4
624	13	motion-shape	1	0	blue	red	1.4	9	0	-1.4
625	13	motion-shape	0	1	red	blue	1.4	3	0	-1.4
626	13	motion-shape	1	0	red	blue	1.4	3	0	-1.4
627	13	motion-shape	1	1	red	red	1.4	9	0	-1.4
628	13	motion-shape	0	0	red	blue	1.4	3	0	-1.4
629	13	motion-shape	0	0	red	red	-1.4	3	0	-1.4
630	13	motion-shape	1	0	red	red	-1.4	9	0	-1.4
631	13	motion-shape	0	0	red	blue	1.4	9	0	-1.4
632	13	motion-shape	1	1	red	red	1.4	3	0	-1.4
633	13	motion-shape	1	0	blue	red	-1.4	9	0	-1.4
634	13	motion-shape	1	0	red	blue	-1.4	3	0	-1.4
635	13	motion-shape	1	0	blue	blue	1.4	3	0	-1.4
636	13	motion-shape	1	1	red	red	1.4	3	0	-1.4
637	13	motion-shape	0	1	blue	blue	1.4	3	0	-1.4
638	13	motion-shape	0	0	blue	red	-1.4	3	0	-1.4
639	13	motion-shape	1	0	blue	red	-1.4	3	0	-1.4
640	13	motion-shape	0	0	blue	blue	1.4	3	0	-1.4
641	13	motion-shape	0	1	red	blue	-1.4	3	0	-1.4
642	13	motion-shape	1	0	blue	blue	-1.4	3	0	-1.4
643	13	motion-shape	0	1	blue	blue	-1.4	9	0	-1.4
644	13	motion-shape	0	1	blue	red	-1.4	9	0	-1.4
645	13	motion-shape	0	1	red	red	1.4	3	0	-1.4
646	13	motion-shape	0	1	red	red	-1.4	3	0	-1.4
647	13	motion-shape	1	0	blue	blue	-1.4	3	0	-1.4
648	13	motion-shape	0	1	blue	red	1.4	3	0	-1.4
649	13	motion-shape	0	1	blue	red	-1.4	3	0	-1.4
650	13	motion-shape	1	0	blue	blue	-1.4	3	0	-1.4
651	14	motion-color	0	1	red	blue	1.4	3	blue	-1.4
652	14	motion-color	1	0	blue	red	-1.4	3	blue	-1.4
653	14	motion-color	1	0	red	red	-1.4	9	blue	-1.4
654	14	motion-color	1	1	blue	red	1.4	9	blue	-1.4
655	14	motion-color	1	0	red	blue	-1.4	3	blue	-1.4
656	14	motion-color	1	0	red	red	-1.4	9	blue	-1.4
657	14	motion-color	0	0	red	blue	1.4	3	blue	-1.4
658	14	motion-color	0	0	red	red	1.4	9	blue	-1.4
659	14	motion-color	0	1	blue	red	1.4	3	blue	-1.4
660	14	motion-color	1	0	red	red	1.4	9	blue	-1.4
661	14	motion-color	0	1	red	blue	1.4	3	blue	-1.4
662	14	motion-color	0	0	red	red	-1.4	3	blue	-1.4
663	14	motion-color	1	0	red	blue	-1.4	3	blue	-1.4
664	14	motion-color	1	1	blue	red	-1.4	3	blue	-1.4
665	14	motion-color	0	0	red	blue	-1.4	3	blue	-1.4
666	14	motion-color	1	0	blue	blue	-1.4	3	blue	-1.4
667	14	motion-color	1	1	red	blue	1.4	9	blue	-1.4
668	14	motion-color	0	1	blue	blue	1.4	9	blue	-1.4
669	14	motion-color	1	1	blue	blue	-1.4	3	blue	-1.4
670	14	motion-color	1	1	red	red	-1.4	9	blue	-1.4
671	14	motion-color	0	0	blue	blue	1.4	3	blue	-1.4
672	14	motion-color	0	0	red	blue	1.4	3	blue	-1.4
673	14	motion-color	0	0	red	red	-1.4	3	blue	-1.4
674	14	motion-color	0	1	red	red	-1.4	3	blue	-1.4
675	14	motion-color	1	1	red	red	1.4	3	blue	-1.4
676	14	motion-color	0	1	red	blue	-1.4	3	blue	-1.4
677	14	motion-color	0	0	red	red	1.4	9	blue	-1.4
678	14	motion-color	0	0	blue	blue	1.4	3	blue	-1.4
679	14	motion-color	1	1	red	red	-1.4	3	blue	-1.4
680	14	motion-color	1	0	red	red	-1.4	3	blue	-1.4
681	14	motion-color	0	1	red	red	-1.4	3	blue	-1.4
682	14	motion-color	0	1	blue	blue	-1.4	3	blue	-1.4
683	14	motion-color	1	0	blue	blue	1.4	9	blue	-1.4
684	14	motion-color	1	1	blue	blue	1.4	9	blue	-1.4
685	14	motion-color	1	1	red	blue	1.4	3	blue	-1.4
686	14	motion-color	1	1	blue	red	1.4	3	blue	-1.4
687	14	motion-color	1	1	blue	red	-1.4	3	blue	-1.4
688	14	motion-color	1	1	blue	red	1.4	9	blue	-1.4
689	14	motion-color	1	0	blue	blue	1.4	3	blue	-1.4
690	14	motion-color	0	0	blue	blue	-1.4	3	blue	-1.4
691	14	motion-color	1	0	blue	red	1.4	9	blue	-1.4
692	14	motion-color	0	0	red	red	-1.4	9	blue	-1.4
693	14	motion-color	0	0	blue	red	-1.4	3	blue	-1.4
694	14	motion-color	0	0	blue	blue	-1.4	3	blue	-1.4
695	14	motion-color	0	1	blue	blue	1.4	9	blue	-1.4
696	14	motion-color	0	1	red	blue	1.4	9	blue	-1.4
697	14	motion-color	1	0	blue	red	-1.4	9	blue	-1.4
698	14	motion-color	0	1	blue	blue	1.4	3	blue	-1.4
699	14	motion-color	0	1	blue	blue	1.4	3	blue	-1.4
700	14	motion-color	1	1	blue	red	-1.4	3	blue	-1.4
701	15	motion-shape	1	0	red	blue	-1.4	3	0	-1.4
702	15	motion-shape	1	1	blue	red	-1.4	3	0	-1.4
703	15	motion-shape	0	0	blue	red	1.4	3	0	-1.4
704	15	motion-shape	0	0	red	blue	-1.4	9	0	-1.4
705	15	motion-shape	1	1	red	red	-1.4	3	0	-1.4
706	15	motion-shape	1	1	red	blue	1.4	3	0	-1.4
707	15	motion-shape	0	1	red	red	-1.4	3	0	-1.4
708	15	motion-shape	0	1	blue	red	-1.4	3	0	-1.4
709	15	motion-shape	1	0	blue	blue	-1.4	3	0	-1.4
710	15	motion-shape	1	1	red	red	-1.4	3	0	-1.4
711	15	motion-shape	1	1	blue	blue	-1.4	3	0	-1.4
712	15	motion-shape	1	1	blue	red	-1.4	3	0	-1.4
713	15	motion-shape	1	0	blue	blue	-1.4	3	0	-1.4
714	15	motion-shape	0	1	blue	red	1.4	3	0	-1.4
715	15	motion-shape	0	0	blue	blue	-1.4	3	0	-1.4
716	15	motion-shape	0	1	red	red	1.4	9	0	-1.4
717	15	motion-shape	0	1	red	red	1.4	3	0	-1.4
718	15	motion-shape	1	1	red	red	-1.4	3	0	-1.4
719	15	motion-shape	1	0	red	red	1.4	9	0	-1.4
720	15	motion-shape	0	1	blue	blue	-1.4	9	0	-1.4
721	15	motion-shape	0	1	blue	blue	1.4	3	0	-1.4
722	15	motion-shape	0	1	red	blue	-1.4	3	0	-1.4
723	15	motion-shape	1	0	red	red	1.4	9	0	-1.4
724	15	motion-shape	0	1	red	blue	1.4	3	0	-1.4
725	15	motion-shape	0	1	blue	blue	-1.4	3	0	-1.4
726	15	motion-shape	0	0	blue	red	-1.4	3	0	-1.4
727	15	motion-shape	1	1	red	blue	1.4	9	0	-1.4
728	15	motion-shape	0	0	red	red	-1.4	3	0	-1.4
729	15	motion-shape	1	1	red	blue	-1.4	9	0	-1.4
730	15	motion-shape	0	0	red	red	1.4	3	0	-1.4
731	15	motion-shape	1	1	blue	red	-1.4	3	0	-1.4
732	15	motion-shape	0	0	red	blue	1.4	9	0	-1.4
733	15	motion-shape	0	0	blue	blue	-1.4	9	0	-1.4
734	15	motion-shape	1	0	red	blue	1.4	3	0	-1.4
735	15	motion-shape	0	0	blue	red	1.4	9	0	-1.4
736	15	motion-shape	1	0	blue	blue	1.4	3	0	-1.4
737	15	motion-shape	0	0	blue	blue	-1.4	3	0	-1.4
738	15	motion-shape	0	0	blue	blue	1.4	3	0	-1.4
739	15	motion-shape	0	1	red	blue	-1.4	3	0	-1.4
740	15	motion-shape	0	0	red	blue	1.4	3	0	-1.4
741	15	motion-shape	1	0	blue	red	1.4	3	0	-1.4
742	15	motion-shape	1	0	blue	red	1.4	3	0	-1.4
743	15	motion-shape	1	1	blue	blue	1.4	3	0	-1.4
744	15	motion-shape	1	0	red	red	1.4	3	0	-1.4
745	15	motion-shape	1	0	blue	red	1.4	3	0	-1.4
746	15	motion-shape	0	1	blue	red	1.4	3	0	-1.4
747	15	motion-shape	1	1	red	red	1.4	3	0	-1.4
748	15	motion-shape	0	1	red	blue	-1.4	3	0	-1.4
749	15	motion-shape	1	0	blue	red	-1.4	3	0	-1.4
750	15	motion-shape	1	0	red	blue	1.4	3	0	-1.4
751	16	motion-color	1	0	red	red	1.4	9	red	-1.4
752	16	motion-color	1	0	blue	red	1.4	3	red	-1.4
753	16	motion-color	0	1	red	blue	1.4	3	red	-1.4
754	16	motion-color	1	1	red	red	1.4	3	red	-1.4
755	16	motion-color	0	1	blue	blue	1.4	3	red	-1.4
756	16	motion-color	0	1	blue	red	-1.4	3	red	-1.4
757	16	motion-color	0	1	blue	blue	-1.4	3	red	-1.4
758	16	motion-color	1	1	blue	blue	1.4	3	red	-1.4
759	16	motion-color	0	1	red	red	1.4	3	red	-1.4
760	16	motion-color	0	1	red	blue	-1.4	3	red	-1.4
761	16	motion-color	1	0	blue	blue	-1.4	3	red	-1.4
762	16	motion-color	1	0	blue	blue	1.4	3	red	-1.4
763	16	motion-color	0	0	red	red	1.4	9	red	-1.4
764	16	motion-color	0	0	red	blue	-1.4	9	red	-1.4
765	16	motion-color	0	1	blue	blue	1.4	9	red	-1.4
766	16	motion-color	0	0	red	red	-1.4	3	red	-1.4
767	16	motion-color	0	0	blue	blue	1.4	3	red	-1.4
768	16	motion-color	1	0	red	red	-1.4	3	red	-1.4
769	16	motion-color	0	0	blue	blue	-1.4	3	red	-1.4
770	16	motion-color	0	1	blue	blue	1.4	9	red	-1.4
771	16	motion-color	1	0	blue	red	1.4	9	red	-1.4
772	16	motion-color	0	1	blue	red	-1.4	3	red	-1.4
773	16	motion-color	1	0	red	blue	1.4	9	red	-1.4
774	16	motion-color	0	1	red	red	-1.4	3	red	-1.4
775	16	motion-color	1	1	blue	red	1.4	9	red	-1.4
776	16	motion-color	1	0	blue	blue	1.4	3	red	-1.4
777	16	motion-color	0	1	red	blue	-1.4	9	red	-1.4
778	16	motion-color	0	1	blue	red	-1.4	9	red	-1.4
779	16	motion-color	1	1	blue	red	-1.4	3	red	-1.4
780	16	motion-color	1	1	red	red	1.4	9	red	-1.4
781	16	motion-color	1	0	red	red	1.4	9	red	-1.4
782	16	motion-color	1	1	blue	blue	-1.4	3	red	-1.4
783	16	motion-color	0	0	red	blue	-1.4	3	red	-1.4
784	16	motion-color	1	0	blue	red	-1.4	3	red	-1.4
785	16	motion-color	0	0	red	blue	-1.4	3	red	-1.4
786	16	motion-color	1	0	blue	blue	-1.4	3	red	-1.4
787	16	motion-color	0	0	red	red	-1.4	3	red	-1.4
788	16	motion-color	1	1	red	red	1.4	3	red	-1.4
789	16	motion-color	0	1	red	blue	-1.4	3	red	-1.4
790	16	motion-color	0	0	red	red	-1.4	3	red	-1.4
791	16	motion-color	0	1	red	blue	1.4	3	red	-1.4
792	16	motion-color	1	1	blue	blue	1.4	3	red	-1.4
793	16	motion-color	1	0	blue	blue	-1.4	9	red	-1.4
794	16	motion-color	1	0	red	red	-1.4	3	red	-1.4
795	16	motion-color	1	0	blue	red	-1.4	3	red	-1.4
796	16	motion-color	0	0	red	red	1.4	3	red	-1.4
797	16	motion-color	1	0	red	red	1.4	3	red	-1.4
798	16	motion-color	1	1	blue	red	-1.4	9	red	-1.4
799	16	motion-color	1	1	blue	blue	1.4	3	red	-1.4
800	16	motion-color	0	1	red	blue	1.4	3	red	-1.4
801	17	motion-shape	0	1	red	red	1.4	9	0	1.4
802	17	motion-shape	0	0	red	blue	1.4	9	0	1.4
803	17	motion-shape	0	0	red	red	-1.4	9	0	1.4
804	17	motion-shape	0	0	red	blue	-1.4	3	0	1.4
805	17	motion-shape	1	1	blue	blue	-1.4	3	0	1.4
806	17	motion-shape	0	1	blue	red	-1.4	3	0	1.4
807	17	motion-shape	1	0	red	blue	-1.4	3	0	1.4
808	17	motion-shape	0	0	blue	red	-1.4	3	0	1.4
809	17	motion-shape	0	1	blue	blue	1.4	3	0	1.4
810	17	motion-shape	1	0	blue	blue	-1.4	3	0	1.4
811	17	motion-shape	1	0	red	blue	1.4	3	0	1.4
812	17	motion-shape	0	0	red	blue	1.4	3	0	1.4
813	17	motion-shape	1	0	red	red	1.4	3	0	1.4
814	17	motion-shape	1	0	blue	red	-1.4	3	0	1.4
815	17	motion-shape	1	1	blue	red	-1.4	3	0	1.4
816	17	motion-shape	1	1	blue	blue	-1.4	3	0	1.4
817	17	motion-shape	0	1	red	blue	1.4	3	0	1.4
818	17	motion-shape	1	1	blue	blue	1.4	3	0	1.4
819	17	motion-shape	0	0	red	blue	1.4	3	0	1.4
820	17	motion-shape	0	1	red	blue	-1.4	3	0	1.4
821	17	motion-shape	1	0	red	red	-1.4	3	0	1.4
822	17	motion-shape	1	1	blue	blue	-1.4	3	0	1.4
823	17	motion-shape	0	1	blue	red	1.4	3	0	1.4
824	17	motion-shape	0	1	blue	red	-1.4	9	0	1.4
825	17	motion-shape	0	0	blue	red	1.4	3	0	1.4
826	17	motion-shape	1	0	blue	red	-1.4	3	0	1.4
827	17	motion-shape	1	1	blue	red	-1.4	3	0	1.4
828	17	motion-shape	0	1	blue	blue	1.4	3	0	1.4
829	17	motion-shape	1	0	red	red	1.4	3	0	1.4
830	17	motion-shape	0	1	blue	blue	1.4	9	0	1.4
831	17	motion-shape	0	1	red	blue	1.4	3	0	1.4
832	17	motion-shape	1	0	red	red	1.4	9	0	1.4
833	17	motion-shape	1	1	blue	blue	-1.4	9	0	1.4
834	17	motion-shape	1	0	red	red	1.4	3	0	1.4
835	17	motion-shape	1	0	red	red	1.4	3	0	1.4
836	17	motion-shape	0	1	blue	blue	1.4	3	0	1.4
837	17	motion-shape	1	0	red	red	1.4	3	0	1.4
838	17	motion-shape	0	0	red	blue	1.4	3	0	1.4
839	17	motion-shape	0	1	blue	red	1.4	3	0	1.4
840	17	motion-shape	1	1	blue	blue	1.4	3	0	1.4
841	17	motion-shape	0	1	red	blue	-1.4	3	0	1.4
842	17	motion-shape	1	1	blue	red	1.4	3	0	1.4
843	17	motion-shape	0	0	red	blue	1.4	9	0	1.4
844	17	motion-shape	0	1	red	red	-1.4	3	0	1.4
845	17	motion-shape	1	0	blue	blue	-1.4	3	0	1.4
846	17	motion-shape	0	1	red	red	-1.4	3	0	1.4
847	17	motion-shape	1	0	blue	red	-1.4	9	0	1.4
848	17	motion-shape	0	0	red	red	-1.4	3	0	1.4
849	17	motion-shape	1	1	red	blue	-1.4	3	0	1.4
850	17	motion-shape	1	0	blue	red	-1.4	3	0	1.4
851	18	motion-color	0	1	blue	blue	1.4	3	red	-1.4
852	18	motion-color	1	0	red	red	-1.4	3	red	-1.4
853	18	motion-color	0	1	blue	blue	-1.4	9	red	-1.4
854	18	motion-color	1	1	blue	red	-1.4	9	red	-1.4
855	18	motion-color	0	0	blue	blue	1.4	3	red	-1.4
856	18	motion-color	1	0	blue	red	1.4	9	red	-1.4
857	18	motion-color	1	1	red	red	-1.4	9	red	-1.4
858	18	motion-color	0	0	blue	red	1.4	3	red	-1.4
859	18	motion-color	0	1	red	red	-1.4	9	red	-1.4
860	18	motion-color	0	1	blue	blue	-1.4	3	red	-1.4
861	18	motion-color	0	0	blue	blue	-1.4	3	red	-1.4
862	18	motion-color	0	1	blue	red	-1.4	3	red	-1.4
863	18	motion-color	0	0	blue	blue	-1.4	3	red	-1.4
864	18	motion-color	0	1	blue	red	1.4	9	red	-1.4
865	18	motion-color	0	0	red	blue	1.4	3	red	-1.4
866	18	motion-color	1	1	red	blue	1.4	9	red	-1.4
867	18	motion-color	1	1	blue	blue	-1.4	3	red	-1.4
868	18	motion-color	1	1	blue	red	-1.4	3	red	-1.4
869	18	motion-color	0	0	red	blue	1.4	3	red	-1.4
870	18	motion-color	0	0	red	red	-1.4	3	red	-1.4
871	18	motion-color	1	0	red	blue	1.4	3	red	-1.4
872	18	motion-color	0	1	red	blue	1.4	9	red	-1.4
