trial	block	mode	shape1	shape2	color1	color2	shift	stim_type	feat1	feat2
1422	29	motion-shape	1	1	blue	red	-1.4	3	1	1.4
1423	29	motion-shape	1	0	red	blue	1.4	3	1	1.4
1424	29	motion-shape	0	0	blue	red	1.4	3	1	1.4
1425	29	motion-shape	0	0	red	blue	-1.4	3	1	1.4
1426	29	motion-shape	0	0	red	blue	-1.4	9	1	1.4
1427	29	motion-shape	1	0	blue	blue	1.4	3	1	1.4
1428	29	motion-shape	1	1	red	red	-1.4	3	1	1.4
1429	29	motion-shape	1	0	blue	red	1.4	3	1	1.4
1430	29	motion-shape	1	1	red	blue	-1.4	9	1	1.4
1431	29	motion-shape	0	0	blue	blue	-1.4	3	1	1.4
1432	29	motion-shape	1	1	blue	red	-1.4	3	1	1.4
1433	29	motion-shape	1	1	blue	blue	1.4	9	1	1.4
1434	29	motion-shape	1	1	blue	red	-1.4	9	1	1.4
1435	29	motion-shape	0	0	red	red	1.4	3	1	1.4
1436	29	motion-shape	1	0	red	blue	-1.4	9	1	1.4
1437	29	motion-shape	0	0	blue	blue	1.4	3	1	1.4
1438	29	motion-shape	0	1	blue	blue	1.4	3	1	1.4
1439	29	motion-shape	1	0	blue	red	1.4	3	1	1.4
1440	29	motion-shape	0	1	red	blue	1.4	9	1	1.4
1441	29	motion-shape	0	1	red	red	1.4	3	1	1.4
1442	29	motion-shape	0	0	red	red	-1.4	3	1	1.4
1443	29	motion-shape	0	0	red	blue	1.4	3	1	1.4
1444	29	motion-shape	0	0	blue	blue	-1.4	9	1	1.4
1445	29	motion-shape	1	1	red	blue	1.4	3	1	1.4
1446	29	motion-shape	0	1	red	blue	1.4	3	1	1.4
1447	29	motion-shape	1	1	blue	blue	1.4	9	1	1.4
1448	29	motion-shape	1	1	red	blue	1.4	3	1	1.4
1449	29	motion-shape	1	1	red	red	1.4	3	1	1.4
1450	29	motion-shape	0	1	blue	red	-1.4	3	1	1.4
1451	30	motion-color	0	1	blue	blue	1.4	3	blue	-1.4
1452	30	motion-color	1	1	red	red	1.4	3	blue	-1.4
1453	30	motion-color	0	0	blue	blue	1.4	3	blue	-1.4
1454	30	motion-color	1	1	red	blue	1.4	9	blue	-1.4
1455	30	motion-color	1	1	blue	red	-1.4	9	blue	-1.4
1456	30	motion-color	0	1	red	red	-1.4	3	blue	-1.4
1457	30	motion-color	1	1	blue	red	-1.4	3	blue	-1.4
1458	30	motion-color	1	1	red	red	1.4	3	blue	-1.4
1459	30	motion-color	0	0	red	red	1.4	3	blue	-1.4
1460	30	motion-color	1	1	red	blue	-1.4	3	blue	-1.4
1461	30	motion-color	0	1	red	red	-1.4	3	blue	-1.4
1462	30	motion-color	0	0	blue	red	-1.4	3	blue	-1.4
1463	30	motion-color	0	0	red	red	1.4	3	blue	-1.4
1464	30	motion-color	0	1	blue	red	1.4	3	blue	-1.4
1465	30	motion-color	1	0	red	blue	-1.4	3	blue	-1.4
1466	30	motion-color	0	0	red	red	-1.4	3	blue	-1.4
1467	30	motion-color	0	0	red	red	-1.4	3	blue	-1.4
1468	30	motion-color	1	1	red	red	1.4	3	blue	-1.4
1469	30	motion-color	1	1	red	blue	-1.4	3	blue	-1.4
1470	30	motion-color	1	0	blue	blue	-1.4	3	blue	-1.4
1471	30	motion-color	1	1	red	red	1.4	9	blue	-1.4
1472	30	motion-color	0	0	blue	red	1.4	9	blue	-1.4
1473	30	motion-color	0	1	blue	blue	1.4	9	blue	-1.4
1474	30	motion-color	1	1	blue	red	1.4	3	blue	-1.4
1475	30	motion-color	0	0	red	red	1.4	9	blue	-1.4
1476	30	motion-color	1	0	red	blue	1.4	3	blue	-1.4
1477	30	motion-color	0	0	blue	red	-1.4	3	blue	-1.4
1478	30	motion-color	1	0	blue	blue	1.4	3	blue	-1.4
1479	30	motion-color	0	1	blue	blue	1.4	3	blue	-1.4
1480	30	motion-color	1	1	blue	blue	-1.4	9	blue	-1.4
1481	30	motion-color	1	1	blue	blue	-1.4	3	blue	-1.4
1482	30	motion-color	0	0	blue	blue	1.4	3	blue	-1.4
1483	30	motion-color	0	1	blue	red	-1.4	9	blue	-1.4
1484	30	motion-color	1	0	red	blue	-1.4	3	blue	-1.4
1485	30	motion-color	0	1	blue	blue	1.4	3	blue	-1.4
1486	30	motion-color	1	0	red	blue	-1.4	3	blue	-1.4
1487	30	motion-color	1	0	red	red	-1.4	3	blue	-1.4
1488	30	motion-color	1	1	blue	blue	-1.4	3	blue	-1.4
1489	30	motion-color	0	1	blue	blue	1.4	3	blue	-1.4
1490	30	motion-color	0	1	red	blue	-1.4	3	blue	-1.4
1491	30	motion-color	1	0	blue	red	1.4	3	blue	-1.4
1492	30	motion-color	1	0	red	blue	1.4	3	blue	-1.4
1493	30	motion-color	0	0	blue	red	-1.4	9	blue	-1.4
1494	30	motion-color	0	0	red	red	-1.4	9	blue	-1.4
1495	30	motion-color	1	0	blue	blue	-1.4	3	blue	-1.4
1496	30	motion-color	0	0	red	red	1.4	3	blue	-1.4
1497	30	motion-color	0	0	red	blue	1.4	3	blue	-1.4
1498	30	motion-color	1	0	red	blue	-1.4	3	blue	-1.4
1499	30	motion-color	0	1	blue	blue	-1.4	3	blue	-1.4
1500	30	motion-color	1	1	blue	red	1.4	3	blue	-1.4
1501	31	motion-shape	1	0	blue	blue	1.4	9	1	-1.4
1502	31	motion-shape	0	1	red	blue	1.4	3	1	-1.4
1503	31	motion-shape	1	0	red	red	1.4	9	1	-1.4
1504	31	motion-shape	1	1	blue	red	-1.4	3	1	-1.4
1505	31	motion-shape	0	1	red	blue	1.4	9	1	-1.4
1506	31	motion-shape	0	1	red	red	1.4	3	1	-1.4
1507	31	motion-shape	0	0	red	blue	1.4	3	1	-1.4
1508	31	motion-shape	1	0	blue	blue	1.4	3	1	-1.4
1509	31	motion-shape	1	1	red	red	1.4	9	1	-1.4
1510	31	motion-shape	1	1	red	blue	1.4	3	1	-1.4
1511	31	motion-shape	1	0	blue	blue	-1.4	9	1	-1.4
1512	31	motion-shape	0	1	blue	blue	-1.4	9	1	-1.4
1513	31	motion-shape	1	1	blue	blue	1.4	9	1	-1.4
1514	31	motion-shape	1	1	blue	red	-1.4	3	1	-1.4
1515	31	motion-shape	0	1	red	red	1.4	9	1	-1.4
1516	31	motion-shape	0	0	blue	red	-1.4	3	1	-1.4
1517	31	motion-shape	1	1	blue	red	-1.4	3	1	-1.4
1518	31	motion-shape	1	1	blue	blue	1.4	3	1	-1.4
1519	31	motion-shape	0	0	red	blue	1.4	3	1	-1.4
1520	31	motion-shape	0	1	red	red	1.4	3	1	-1.4
1521	31	motion-shape	0	1	blue	blue	1.4	3	1	-1.4
1522	31	motion-shape	0	1	blue	red	-1.4	9	1	-1.4
1523	31	motion-shape	1	0	red	blue	-1.4	3	1	-1.4
1524	31	motion-shape	1	0	red	red	-1.4	3	1	-1.4
1525	31	motion-shape	1	0	blue	red	1.4	3	1	-1.4
1526	31	motion-shape	1	0	blue	red	-1.4	3	1	-1.4
1527	31	motion-shape	1	1	blue	blue	1.4	3	1	-1.4
1528	31	motion-shape	0	0	blue	red	-1.4	3	1	-1.4
1529	31	motion-shape	0	0	red	red	-1.4	3	1	-1.4
1530	31	motion-shape	0	1	blue	red	-1.4	3	1	-1.4
1531	31	motion-shape	1	0	red	blue	-1.4	3	1	-1.4
1532	31	motion-shape	0	1	blue	blue	-1.4	3	1	-1.4
1533	31	motion-shape	0	0	blue	blue	1.4	9	1	-1.4
1534	31	motion-shape	1	0	blue	blue	1.4	9	1	-1.4
1535	31	motion-shape	0	0	blue	red	1.4	9	1	-1.4
1536	31	motion-shape	1	1	blue	red	-1.4	9	1	-1.4
1537	31	motion-shape	1	1	red	blue	-1.4	3	1	-1.4
1538	31	motion-shape	0	1	blue	red	-1.4	3	1	-1.4
1539	31	motion-shape	0	1	red	red	-1.4	9	1	-1.4
1540	31	motion-shape	0	0	red	red	-1.4	3	1	-1.4
1541	31	motion-shape	1	0	red	blue	1.4	3	1	-1.4
1542	31	motion-shape	1	0	blue	red	-1.4	3	1	-1.4
1543	31	motion-shape	0	0	red	blue	1.4	9	1	-1.4
1544	31	motion-shape	0	0	red	red	-1.4	3	1	-1.4
1545	31	motion-shape	1	1	red	red	-1.4	3	1	-1.4
1546	31	motion-shape	1	0	red	red	1.4	3	1	-1.4
1547	31	motion-shape	1	0	red	blue	-1.4	3	1	-1.4
1548	31	motion-shape	0	1	red	blue	1.4	3	1	-1.4
1549	31	motion-shape	0	0	blue	blue	1.4	9	1	-1.4
1550	31	motion-shape	0	1	red	blue	-1.4	3	1	-1.4
1551	32	motion-color	1	0	red	blue	-1.4	3	red	-1.4
1552	32	motion-color	0	1	red	blue	-1.4	3	red	-1.4
1553	32	motion-color	0	0	red	blue	-1.4	3	red	-1.4
1554	32	motion-color	0	0	red	red	1.4	3	red	-1.4
1555	32	motion-color	1	1	blue	red	1.4	3	red	-1.4
1556	32	motion-color	1	1	blue	red	-1.4	3	red	-1.4
1557	32	motion-color	1	1	blue	blue	1.4	9	red	-1.4
1558	32	motion-color	0	0	blue	blue	1.4	3	red	-1.4
1559	32	motion-color	1	1	blue	red	1.4	3	red	-1.4
1560	32	motion-color	1	1	red	red	-1.4	9	red	-1.4
1561	32	motion-color	1	1	blue	red	1.4	3	red	-1.4
1562	32	motion-color	1	1	red	blue	-1.4	3	red	-1.4
1563	32	motion-color	0	1	red	red	-1.4	3	red	-1.4
1564	32	motion-color	0	0	blue	blue	1.4	3	red	-1.4
1565	32	motion-color	1	0	blue	blue	1.4	9	red	-1.4
1566	32	motion-color	0	1	blue	blue	1.4	3	red	-1.4
1567	32	motion-color	1	1	red	red	1.4	3	red	-1.4
1568	32	motion-color	0	1	red	red	-1.4	9	red	-1.4
1569	32	motion-color	0	1	blue	red	1.4	3	red	-1.4
1570	32	motion-color	0	0	red	red	-1.4	3	red	-1.4
1571	32	motion-color	1	0	blue	blue	1.4	3	red	-1.4
1572	32	motion-color	0	0	blue	red	-1.4	3	red	-1.4
1573	32	motion-color	1	1	blue	red	1.4	3	red	-1.4
1574	32	motion-color	0	0	red	blue	-1.4	3	red	-1.4
1575	32	motion-color	1	0	red	blue	-1.4	9	red	-1.4
1576	32	motion-color	0	1	blue	red	-1.4	3	red	-1.4
1577	32	motion-color	1	1	red	blue	-1.4	3	red	-1.4
1578	32	motion-color	1	1	blue	blue	-1.4	3	red	-1.4
1579	32	motion-color	1	1	blue	blue	1.4	9	red	-1.4
1580	32	motion-color	1	0	red	blue	1.4	3	red	-1.4
1581	32	motion-color	0	0	blue	red	-1.4	3	red	-1.4
1582	32	motion-color	1	1	red	blue	-1.4	3	red	-1.4
1583	32	motion-color	0	0	blue	blue	1.4	9	red	-1.4
1584	32	motion-color	0	1	red	red	1.4	9	red	-1.4
1585	32	motion-color	0	0	blue	blue	1.4	3	red	-1.4
1586	32	motion-color	0	0	blue	blue	1.4	3	red	-1.4
1587	32	motion-color	1	0	red	red	1.4	3	red	-1.4
1588	32	motion-color	0	0	blue	red	-1.4	3	red	-1.4
1589	32	motion-color	1	1	red	blue	1.4	3	red	-1.4
1590	32	motion-color	1	0	red	red	-1.4	3	red	-1.4
1591	32	motion-color	0	0	red	red	1.4	9	red	-1.4
1592	32	motion-color	1	1	red	blue	-1.4	3	red	-1.4
1593	32	motion-color	0	0	blue	blue	1.4	9	red	-1.4
1594	32	motion-color	1	1	blue	red	-1.4	3	red	-1.4
1595	32	motion-color	0	0	blue	red	-1.4	3	red	-1.4
1596	32	motion-color	0	1	red	red	-1.4	3	red	-1.4
1597	32	motion-color	0	0	red	blue	1.4	3	red	-1.4
1598	32	motion-color	0	1	red	red	1.4	3	red	-1.4
1599	32	motion-color	1	0	red	blue	-1.4	9	red	-1.4
1600	32	motion-color	1	0	blue	red	-1.4	3	red	-1.4
1601	33	motion-shape	0	1	red	blue	1.4	3	0	1.4
1602	33	motion-shape	1	1	blue	red	-1.4	3	0	1.4
1603	33	motion-shape	0	1	blue	blue	1.4	3	0	1.4
1604	33	motion-shape	0	1	red	blue	-1.4	3	0	1.4
1605	33	motion-shape	0	0	blue	red	-1.4	9	0	1.4
1606	33	motion-shape	0	0	red	blue	-1.4	9	0	1.4
1607	33	motion-shape	1	0	blue	blue	-1.4	3	0	1.4
1608	33	motion-shape	0	0	red	blue	-1.4	9	0	1.4
1609	33	motion-shape	0	1	red	red	-1.4	3	0	1.4
1610	33	motion-shape	1	1	red	red	1.4	9	0	1.4
1611	33	motion-shape	0	1	red	blue	-1.4	3	0	1.4
1612	33	motion-shape	0	0	blue	blue	-1.4	3	0	1.4
1613	33	motion-shape	0	1	red	blue	1.4	3	0	1.4
1614	33	motion-shape	0	0	blue	blue	1.4	9	0	1.4
1615	33	motion-shape	1	0	blue	red	1.4	3	0	1.4
1616	33	motion-shape	1	1	red	red	1.4	3	0	1.4
1617	33	motion-shape	1	0	blue	blue	-1.4	3	0	1.4
1618	33	motion-shape	0	0	red	red	1.4	3	0	1.4
1619	33	motion-shape	1	1	red	blue	1.4	3	0	1.4
1620	33	motion-shape	1	1	blue	blue	-1.4	9	0	1.4
1621	33	motion-shape	1	1	blue	red	1.4	9	0	1.4
1622	33	motion-shape	0	0	blue	blue	1.4	3	0	1.4
1623	33	motion-shape	1	0	blue	red	-1.4	3	0	1.4
1624	33	motion-shape	0	0	red	blue	1.4	3	0	1.4
1625	33	motion-shape	1	0	blue	blue	-1.4	3	0	1.4
1626	33	motion-shape	0	1	red	blue	1.4	3	0	1.4
1627	33	motion-shape	0	0	red	red	-1.4	3	0	1.4
1628	33	motion-shape	1	1	red	red	1.4	3	0	1.4
1629	33	motion-shape	1	1	blue	red	-1.4	3	0	1.4
1630	33	motion-shape	0	1	red	red	1.4	3	0	1.4
1631	33	motion-shape	1	1	blue	blue	-1.4	9	0	1.4
1632	33	motion-shape	0	0	blue	blue	1.4	3	0	1.4
1633	33	motion-shape	1	1	blue	red	1.4	3	0	1.4
1634	33	motion-shape	1	1	blue	blue	1.4	3	0	1.4
1635	33	motion-shape	1	0	blue	red	-1.4	3	0	1.4
1636	33	motion-shape	1	0	blue	blue	1.4	9	0	1.4
1637	33	motion-shape	1	1	blue	blue	-1.4	3	0	1.4
1638	33	motion-shape	0	0	blue	red	1.4	9	0	1.4
1639	33	motion-shape	0	0	red	blue	1.4	9	0	1.4
1640	33	motion-shape	0	1	blue	red	-1.4	3	0	1.4
1641	33	motion-shape	1	1	red	red	-1.4	3	0	1.4
1642	33	motion-shape	1	1	blue	red	1.4	9	0	1.4
1643	33	motion-shape	1	0	red	red	1.4	9	0	1.4
1644	33	motion-shape	1	1	red	red	-1.4	9	0	1.4
1645	33	motion-shape	1	0	red	blue	-1.4	3	0	1.4
1646	33	motion-shape	0	1	red	red	1.4	3	0	1.4
1647	33	motion-shape	0	0	blue	red	1.4	3	0	1.4
1648	33	motion-shape	1	0	red	red	-1.4	3	0	1.4
1649	33	motion-shape	0	0	red	blue	-1.4	3	0	1.4
1650	33	motion-shape	0	0	red	red	-1.4	3	0	1.4
1651	34	motion-color	0	1	blue	red	1.4	3	blue	-1.4
1652	34	motion-color	1	1	red	red	-1.4	3	blue	-1.4
1653	34	motion-color	0	0	blue	red	-1.4	3	blue	-1.4
1654	34	motion-color	1	0	blue	blue	1.4	3	blue	-1.4
1655	34	motion-color	0	1	blue	blue	-1.4	3	blue	-1.4
1656	34	motion-color	1	0	blue	blue	-1.4	9	blue	-1.4
1657	34	motion-color	0	1	red	blue	-1.4	3	blue	-1.4
1658	34	motion-color	1	1	red	blue	1.4	9	blue	-1.4
1659	34	motion-color	0	1	red	red	1.4	3	blue	-1.4
1660	34	motion-color	0	0	red	blue	1.4	9	blue	-1.4
1661	34	motion-color	0	0	blue	blue	-1.4	3	blue	-1.4
1662	34	motion-color	1	0	blue	blue	-1.4	3	blue	-1.4
1663	34	motion-color	0	0	blue	blue	1.4	3	blue	-1.4
1664	34	motion-color	0	1	blue	blue	1.4	3	blue	-1.4
1665	34	motion-color	1	1	blue	red	-1.4	3	blue	-1.4
1666	34	motion-color	1	0	blue	blue	1.4	3	blue	-1.4
1667	34	motion-color	0	0	blue	red	-1.4	3	blue	-1.4
1668	34	motion-color	1	1	blue	red	-1.4	9	blue	-1.4
1669	34	motion-color	1	0	red	blue	1.4	3	blue	-1.4
1670	34	motion-color	0	0	blue	red	1.4	3	blue	-1.4
1671	34	motion-color	1	1	blue	red	-1.4	9	blue	-1.4
1672	34	motion-color	1	1	red	blue	1.4	3	blue	-1.4
1673	34	motion-color	0	0	blue	red	-1.4	3	blue	-1.4
1674	34	motion-color	0	1	red	red	1.4	3	blue	-1.4
1675	34	motion-color	0	1	blue	blue	-1.4	3	blue	-1.4
1676	34	motion-color	1	0	blue	blue	-1.4	3	blue	-1.4
1677	34	motion-color	1	0	red	blue	1.4	3	blue	-1.4
1678	34	motion-color	1	0	blue	blue	-1.4	9	blue	-1.4
1679	34	motion-color	1	1	red	blue	1.4	3	blue	-1.4
1680	34	motion-color	0	0	blue	blue	1.4	3	blue	-1.4
1681	34	motion-color	0	1	blue	red	1.4	3	blue	-1.4
1682	34	motion-color	1	0	red	red	-1.4	3	blue	-1.4
1683	34	motion-color	1	1	red	red	1.4	9	blue	-1.4
1684	34	motion-color	0	0	red	blue	-1.4	3	blue	-1.4
1685	34	motion-color	1	1	red	red	1.4	9	blue	-1.4
1686	34	motion-color	0	0	blue	red	1.4	9	blue	-1.4
1687	34	motion-color	0	1	red	red	1.4	3	blue	-1.4
1688	34	motion-color	1	1	red	blue	-1.4	3	blue	-1.4
1689	34	motion-color	1	0	red	red	-1.4	9	blue	-1.4
1690	34	motion-color	0	1	red	blue	1.4	3	blue	-1.4
1691	34	motion-color	0	1	red	red	-1.4	9	blue	-1.4
1692	34	motion-color	1	1	blue	red	1.4	3	blue	-1.4
1693	34	motion-color	1	1	red	red	-1.4	3	blue	-1.4
1694	34	motion-color	1	1	red	red	-1.4	9	blue	-1.4
1695	34	motion-color	0	1	red	red	1.4	9	blue	-1.4
1696	34	motion-color	0	0	red	blue	-1.4	3	blue	-1.4
1697	34	motion-color	0	0	red	red	-1.4	3	blue	-1.4
1698	34	motion-color	1	0	blue	red	-1.4	3	blue	-1.4
1699	34	motion-color	0	0	red	blue	1.4	3	blue	-1.4
1700	34	motion-color	1	0	blue	blue	1.4	3	blue	-1.4
1701	35	motion-shape	0	1	red	blue	-1.4	3	0	1.4
1702	35	motion-shape	0	1	blue	red	-1.4	3	0	1.4
1703	35	motion-shape	0	0	blue	blue	1.4	3	0	1.4
1704	35	motion-shape	1	0	blue	blue	-1.4	3	0	1.4
1705	35	motion-shape	0	1	red	blue	-1.4	9	0	1.4
1706	35	motion-shape	1	0	blue	red	1.4	3	0	1.4
1707	35	motion-shape	0	0	red	red	1.4	3	0	1.4
1708	35	motion-shape	1	1	red	blue	-1.4	3	0	1.4
1709	35	motion-shape	0	0	red	blue	1.4	3	0	1.4
1710	35	motion-shape	0	1	blue	blue	-1.4	3	0	1.4
1711	35	motion-shape	1	1	blue	red	1.4	3	0	1.4
1712	35	motion-shape	0	1	red	blue	-1.4	3	0	1.4
1713	35	motion-shape	0	0	blue	red	1.4	3	0	1.4
1714	35	motion-shape	0	1	red	red	-1.4	3	0	1.4
1715	35	motion-shape	0	1	red	red	1.4	9	0	1.4
1716	35	motion-shape	1	0	red	blue	1.4	3	0	1.4
1717	35	motion-shape	1	1	blue	red	1.4	3	0	1.4
1718	35	motion-shape	1	1	blue	blue	1.4	3	0	1.4
1719	35	motion-shape	1	1	red	blue	-1.4	3	0	1.4
1720	35	motion-shape	0	0	blue	blue	-1.4	3	0	1.4
1721	35	motion-shape	0	0	red	blue	1.4	9	0	1.4
1722	35	motion-shape	0	0	blue	red	1.4	3	0	1.4
1723	35	motion-shape	1	0	blue	blue	-1.4	9	0	1.4
1724	35	motion-shape	1	1	red	red	-1.4	3	0	1.4
1725	35	motion-shape	0	1	red	red	1.4	9	0	1.4
1726	35	motion-shape	1	1	blue	blue	1.4	3	0	1.4
1727	35	motion-shape	0	0	red	blue	-1.4	3	0	1.4
1728	35	motion-shape	0	0	blue	red	1.4	9	0	1.4
1729	35	motion-shape	1	0	red	red	-1.4	3	0	1.4
1730	35	motion-shape	1	1	red	blue	-1.4	3	0	1.4
1731	35	motion-shape	1	0	blue	red	-1.4	3	0	1.4
1732	35	motion-shape	1	1	red	blue	-1.4	9	0	1.4
1733	35	motion-shape	0	0	blue	red	-1.4	3	0	1.4
1734	35	motion-shape	0	1	blue	blue	1.4	3	0	1.4
1735	35	motion-shape	0	0	red	blue	1.4	3	0	1.4
1736	35	motion-shape	1	1	blue	red	1.4	3	0	1.4
1737	35	motion-shape	1	0	red	blue	1.4	3	0	1.4
1738	35	motion-shape	1	1	blue	blue	-1.4	3	0	1.4
1739	35	motion-shape	0	1	blue	blue	-1.4	3	0	1.4
1740	35	motion-shape	1	0	blue	red	-1.4	3	0	1.4
1741	35	motion-shape	1	0	blue	red	-1.4	3	0	1.4
1742	35	motion-shape	1	0	red	red	-1.4	9	0	1.4
1743	35	motion-shape	1	1	red	red	1.4	9	0	1.4
1744	35	motion-shape	0	1	red	blue	1.4	3	0	1.4
1745	35	motion-shape	1	0	blue	red	1.4	3	0	1.4
1746	35	motion-shape	1	1	blue	red	-1.4	3	0	1.4
1747	35	motion-shape	0	0	red	blue	-1.4	3	0	1.4
1748	35	motion-shape	0	1	red	red	1.4	9	0	1.4
1749	35	motion-shape	1	0	blue	red	1.4	3	0	1.4
1750	35	motion-shape	0	0	red	red	1.4	3	0	1.4
1751	36	motion-color	1	0	blue	red	1.4	3	blue	1.4
1752	36	motion-color	0	0	blue	red	-1.4	3	blue	1.4
1753	36	motion-color	1	0	red	blue	1.4	9	blue	1.4
1754	36	motion-color	0	1	red	blue	1.4	3	blue	1.4
1755	36	motion-color	1	1	red	red	-1.4	3	blue	1.4
1756	36	motion-color	0	0	blue	blue	-1.4	3	blue	1.4
1757	36	motion-color	1	0	red	blue	1.4	9	blue	1.4
1758	36	motion-color	1	1	red	blue	1.4	3	blue	1.4
1759	36	motion-color	1	0	blue	red	-1.4	3	blue	1.4
1760	36	motion-color	0	1	blue	blue	1.4	3	blue	1.4
1761	36	motion-color	0	1	red	red	1.4	3	blue	1.4
1762	36	motion-color	0	1	blue	red	1.4	3	blue	1.4
1763	36	motion-color	1	1	blue	red	1.4	3	blue	1.4
1764	36	motion-color	1	1	blue	blue	-1.4	3	blue	1.4
1765	36	motion-color	1	0	red	red	-1.4	3	blue	1.4
1766	36	motion-color	1	0	red	blue	-1.4	3	blue	1.4
1767	36	motion-color	1	1	blue	red	-1.4	3	blue	1.4
1768	36	motion-color	1	1	red	red	1.4	3	blue	1.4
1769	36	motion-color	0	0	blue	red	-1.4	9	blue	1.4
1770	36	motion-color	1	1	blue	blue	1.4	3	blue	1.4
1771	36	motion-color	1	1	blue	blue	1.4	9	blue	1.4
1772	36	motion-color	1	1	red	blue	-1.4	9	blue	1.4
1773	36	motion-color	1	0	red	red	1.4	3	blue	1.4
1774	36	motion-color	0	1	blue	red	-1.4	3	blue	1.4
1775	36	motion-color	0	0	blue	blue	-1.4	3	blue	1.4
1776	36	motion-color	0	1	blue	red	-1.4	3	blue	1.4
1777	36	motion-color	0	0	red	blue	1.4	9	blue	1.4
1778	36	motion-color	0	1	red	blue	-1.4	3	blue	1.4
1779	36	motion-color	0	1	blue	red	1.4	9	blue	1.4
1780	36	motion-color	0	0	red	blue	-1.4	9	blue	1.4
1781	36	motion-color	0	0	red	blue	-1.4	9	blue	1.4
1782	36	motion-color	0	0	red	blue	-1.4	3	blue	1.4
1783	36	motion-color	1	1	blue	red	-1.4	9	blue	1.4
1784	36	motion-color	0	0	blue	red	-1.4	3	blue	1.4
1785	36	motion-color	1	0	blue	red	1.4	3	blue	1.4
1786	36	motion-color	0	1	red	blue	-1.4	3	blue	1.4
1787	36	motion-color	1	0	red	blue	1.4	9	blue	1.4
1788	36	motion-color	0	0	blue	red	-1.4	3	blue	1.4
1789	36	motion-color	0	1	blue	red	-1.4	3	blue	1.4
1790	36	motion-color	0	1	red	blue	-1.4	3	blue	1.4
1791	36	motion-color	1	1	blue	red	1.4	3	blue	1.4
1792	36	motion-color	1	1	blue	blue	1.4	9	blue	1.4
1793	36	motion-color	0	0	red	red	-1.4	9	blue	1.4
1794	36	motion-color	1	1	red	red	1.4	3	blue	1.4
1795	36	motion-color	1	0	blue	blue	1.4	3	blue	1.4
1796	36	motion-color	0	0	red	red	-1.4	3	blue	1.4
1797	36	motion-color	1	0	red	red	1.4	3	blue	1.4
1798	36	motion-color	0	0	red	blue	1.4	3	blue	1.4
1799	36	motion-color	1	1	blue	blue	1.4	9	blue	1.4
1800	36	motion-color	0	0	red	blue	1.4	3	blue	1.4
1801	37	motion-shape	1	1	blue	red	1.4	3	0	1.4
1802	37	motion-shape	1	0	red	blue	-1.4	3	0	1.4
1803	37	motion-shape	1	1	blue	red	1.4	9	0	1.4
1804	37	motion-shape	0	1	blue	blue	1.4	9	0	1.4
1805	37	motion-shape	1	0	blue	red	-1.4	3	0	1.4
1806	37	motion-shape	0	0	red	blue	1.4	3	0	1.4
1807	37	motion-shape	0	0	red	blue	1.4	3	0	1.4
1808	37	motion-shape	0	0	blue	red	1.4	3	0	1.4
1809	37	motion-shape	1	1	blue	blue	1.4	9	0	1.4
1810	37	motion-shape	0	1	red	blue	1.4	3	0	1.4
1811	37	motion-shape	1	0	blue	red	-1.4	3	0	1.4
1812	37	motion-shape	1	0	red	red	1.4	9	0	1.4
1813	37	motion-shape	1	1	red	blue	1.4	3	0	1.4
1814	37	motion-shape	0	0	blue	red	-1.4	3	0	1.4
1815	37	motion-shape	1	0	blue	blue	1.4	9	0	1.4
1816	37	motion-shape	0	1	blue	red	-1.4	3	0	1.4
1817	37	motion-shape	0	1	red	blue	-1.4	3	0	1.4
1818	37	motion-shape	1	1	red	blue	-1.4	3	0	1.4
1819	37	motion-shape	1	0	red	red	-1.4	3	0	1.4
1820	37	motion-shape	0	0	blue	blue	-1.4	3	0	1.4
1821	37	motion-shape	0	1	red	red	1.4	9	0	1.4
1822	37	motion-shape	1	1	blue	red	1.4	3	0	1.4
1823	37	motion-shape	1	1	red	blue	-1.4	3	0	1.4
1824	37	motion-shape	1	0	red	blue	-1.4	3	0	1.4
1825	37	motion-shape	1	0	blue	red	-1.4	9	0	1.4
1826	37	motion-shape	0	1	blue	red	-1.4	3	0	1.4
1827	37	motion-shape	0	1	blue	red	1.4	3	0	1.4
1828	37	motion-shape	0	0	red	blue	-1.4	3	0	1.4
1829	37	motion-shape	0	0	red	blue	1.4	9	0	1.4
1830	37	motion-shape	0	0	blue	blue	1.4	3	0	1.4
1831	37	motion-shape	1	0	blue	red	-1.4	3	0	1.4
1832	37	motion-shape	0	1	red	blue	-1.4	3	0	1.4
1833	37	motion-shape	1	1	red	red	1.4	3	0	1.4
1834	37	motion-shape	0	0	blue	blue	1.4	9	0	1.4
1835	37	motion-shape	1	1	blue	blue	1.4	3	0	1.4
1836	37	motion-shape	0	1	blue	blue	-1.4	3	0	1.4
1837	37	motion-shape	1	0	red	blue	1.4	3	0	1.4
1838	37	motion-shape	0	1	blue	red	1.4	3	0	1.4
1839	37	motion-shape	1	1	red	red	-1.4	3	0	1.4
1840	37	motion-shape	1	0	red	red	-1.4	3	0	1.4
1841	37	motion-shape	0	0	red	blue	-1.4	9	0	1.4
1842	37	motion-shape	0	1	blue	red	-1.4	9	0	1.4
1843	37	motion-shape	0	1	red	red	1.4	9	0	1.4
1844	37	motion-shape	1	1	red	blue	1.4	9	0	1.4
1845	37	motion-shape	0	0	red	red	1.4	3	0	1.4
1846	37	motion-shape	1	1	red	red	1.4	3	0	1.4
